Sample_No,Sample,Lithology,Glass,Clay10A,Clay14A,Analcime,Chabazite,Clinoptilolite,Erionite,Mordenite,Phillipsite,K_feldspar,Calcite,Quartz,Opal,Plagioclase,Other,Reference,Study_Area
SL1307,HL-50B,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,4055,Harney Lake
SL1308,HL-51,Tuff,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1309,HL-53B,Tuff,Absent,Absent,Absent,Absent,Absent,Major,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1310,HL-53C,Tuff,Absent,Absent,Minor,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1311,HL-54A,Tuff,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,4055,Harney Lake
SL1312,HL-54B,Tuff,Absent,Absent,Minor,Absent,Absent,Major,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1313,HL-55A,Tuff,Major,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1314,HL-55B,Tuff,Absent,Absent,Absent,Absent,Absent,Major,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1315,HL-58,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,4055,Harney Lake
SL1316,HL-61,Tuff,Absent,Absent,Minor,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1317,HL-62A,Tuff,Absent,Absent,Minor,Absent,Absent,Major,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1318,HL-62B,Tuff,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,4055,Harney Lake
SL1319,HL-63,Tuff,Absent,Absent,Trace,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,4055,Harney Lake
SL1320,HL-64,Tuff,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Major,Minor,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1321,HL-65,Tuff,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Absent,Absent,4055,Harney Lake
SL1322,HL-66-1,Tuff,Absent,Absent,Absent,Absent,Minor,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,4055,Harney Lake
SL1323,HL-66-2,Tuff,Major,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1324,HL-66-3,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,4055,Harney Lake
SL1325,HL-66-5B,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1326,HL-66-7A,Tuff,Minor,Absent,Minor,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1327,HL-66-7B,Tuff,Minor,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1328,HL-66-11A,Tuff,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1329,HL-66-12,Tuff,Minor,Absent,Minor,Absent,Trace,Absent,Absent,Absent,Trace,Absent,Minor,Absent,Absent,Minor,Absent,4055,Harney Lake
SL1330,HL-69A,Tuff,Absent,Absent,Minor,Absent,Absent,Major,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1331,HL-69B,Tuff,Absent,Absent,Trace,Absent,Absent,Major,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1332,HL-70,Tuff,Absent,Absent,Minor,Absent,Absent,Major,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1333,HL-71,Tuff,Absent,Absent,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,Trace,Absent,4055,Harney Lake
SL1334,HL-72,Tuff,Absent,Absent,Minor,Absent,Trace,Minor,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,4055,Harney Lake
SL1335,HL-73,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1336,HL-74,Tuff,Absent,Absent,Absent,Absent,Absent,Major,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1337,HL-75B,Tuff,Absent,Absent,Absent,Absent,Absent,Major,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,4055,Harney Lake
SL1338,HL-76A,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1339,HL-78A,Tuff,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,4055,Harney Lake
SL1340,HL-78B,Tuff,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,4055,Harney Lake
SL1341,HL-79A,Tuff,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,4055,Harney Lake
SL1342,HL-79C,Tuff,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Minor,Absent,Absent,4055,Harney Lake
SL1343,HL-80,Tuff,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Minor,Absent,4055,Harney Lake
SL1344,HL-81,Tuff,Minor,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Absent,4055,Harney Lake
SL1345,HL-82,Tuff,Minor,Absent,Absent,Absent,Minor,Absent,Trace,Absent,Absent,Absent,Absent,Trace,Absent,Minor,Absent,4055,Harney Lake
SL1346,HL-83A,Tuff,Minor,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Absent,4055,Harney Lake
SL1347,HL-83B,Tuff,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1348,HL-84,Tuff,Absent,Absent,Absent,Absent,Absent,Major,Minor,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1349,HL-85B,Tuff,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Minor,Absent,Trace,Absent,Absent,Minor,Absent,4055,Harney Lake
SL1350,HL-86,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,4055,Harney Lake
SL1351,HL-87B,Tuff,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,Minor,Absent,4055,Harney Lake
SL1352,HL-89A,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1353,HL-89B,Tuff,Absent,Absent,Minor,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,4055,Harney Lake
SL1354,HL-90A,Tuff,Absent,Absent,Minor,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1355,HL-90B,Tuff,Absent,Absent,Absent,Absent,Absent,Major,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1356,HL-91A,Tuff,Absent,Absent,Minor,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,4055,Harney Lake
SL1357,HL-92,Tuff,Absent,Absent,Minor,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Trace,Minor,Absent,Absent,Absent,4055,Harney Lake
SL1358,HL-93,Tuff,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1359,HL-94,Tuff,Absent,Absent,Minor,Absent,Absent,Major,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1360,HL-95,Tuff,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Minor,Minor,Minor,Absent,4055,Harney Lake
SL1361,HL-96A,Tuff,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Minor,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1362,HL-97,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1363,HL-98A,Tuff,Absent,Absent,Trace,Absent,Absent,Major,Trace,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,4055,Harney Lake
SL1364,HL-98B,Tuff,Absent,Absent,Absent,Absent,Absent,Major,Trace,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,4055,Harney Lake
SL1365,HL-99A,Tuff,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Minor,Minor,Absent,4055,Harney Lake
SL1366,HL-99B,Tuff,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Minor,Minor,Absent,4055,Harney Lake
SL1367,HL-100,Tuff,Absent,Absent,Minor,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,4055,Harney Lake
SL1368,HL-101,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Minor,Absent,4055,Harney Lake
SL1369,HL-102A,Tuff,Minor,Absent,Trace,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Trace,Absent,Minor,Absent,4055,Harney Lake
SL1370,HL-102B,Tuff,Minor,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,4055,Harney Lake
SL1371,HL-103A,Tuff,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Minor,Absent,4055,Harney Lake
SL1372,HL-103B,Tuff,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Trace,Major,Absent,Absent,Absent,Absent,Absent,Absent,4055,Harney Lake
SL1373,HL-103C,Tuff,Major,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Trace,Absent,4055,Harney Lake
SL1374,HL-104,Tuff,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,4055,Harney Lake
SL1375,HL-105,Tuff,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Minor,Trace,Minor,Absent,4055,Harney Lake
SL1376,HL-106A,Tuff,Minor,Absent,Absent,Absent,Minor,Trace,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,4055,Harney Lake
SL1377,HL-106B,Tuff,Absent,Absent,Absent,Absent,Absent,Trace,Minor,Absent,Minor,Absent,Absent,Minor,Minor,Minor,Absent,4055,Harney Lake
SL1378,HL-107B,Tuff,Absent,Absent,Minor,Minor,Trace,Trace,Absent,Absent,Trace,Absent,Absent,Trace,Absent,Minor,Absent,4055,Harney Lake
SL1379,HL-110A,Tuff,Absent,Absent,Minor,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Trace,Absent,4055,Harney Lake
SL1380,1-A,Tuff,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1381,1-B,Tuff,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1382,2-A,Tuff,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1383,4-E,Tuff,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1384,4-D,Tuff,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,3087,Lake Tecopa
SL1385,4-C,Tuff,Major,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1386,4-B,Tuff,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1387,5-E,Tuff,Minor,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1388,5-D,Tuff,Major,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,3087,Lake Tecopa
SL1389,5-C,Tuff,Major,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Trace,Absent,Absent,Absent,Trace,3087,Lake Tecopa
SL1390,5-B,Tuff,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1391,5-A,Tuff,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1392,6-E,Tuff,Minor,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Trace,3087,Lake Tecopa
SL1393,6-D,Tuff,Major,Absent,Absent,Absent,Absent,Trace,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,3087,Lake Tecopa
SL1394,6-C,Tuff,Minor,Minor,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Trace,3087,Lake Tecopa
SL1395,6-B,Tuff,Minor,Minor,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1396,6-A,Tuff,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1397,7-K,Tuff,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,3087,Lake Tecopa
SL1398,7-J,Tuff,Minor,Minor,Minor,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Trace,Absent,Absent,Absent,Trace,3087,Lake Tecopa
SL1399,7-H,Tuff,Minor,Minor,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Trace,3087,Lake Tecopa
SL1400,7-G,Tuff,Minor,Minor,Minor,Absent,Absent,Minor,Trace,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Trace,3087,Lake Tecopa
SL1401,7-F,Tuff,Major,Absent,Trace,Absent,Absent,Trace,Minor,Absent,Minor,Absent,Trace,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1402,7-E,Tuff,Minor,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1403,7-D,Tuff,Minor,Absent,Minor,Absent,Minor,Minor,Trace,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1404,7-C,Tuff,Minor,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1405,7-B,Tuff,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1406,8-T5-1-11B,Tuff,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Minor,3087,Lake Tecopa
SL1407,8-T5-1-10C,Tuff,Absent,Minor,Absent,Absent,Absent,Trace,Trace,Absent,Absent,Absent,Trace,Absent,Major,Absent,Absent,3087,Lake Tecopa
SL1408,8-T5-1-10B,Tuff,Absent,Minor,Absent,Absent,Absent,Trace,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Trace,3087,Lake Tecopa
SL1409,8-T5-1-10A,Tuff,Absent,Minor,Absent,Absent,Absent,Minor,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1410,8-T5-1-9B,Tuff,Absent,Absent,Trace,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1411,8-T5-1-9A,Tuff,Absent,Minor,Trace,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,3087,Lake Tecopa
SL1412,8-T5-1-8,Tuff,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1413,8-T5-1-7B,Tuff,Absent,Minor,Minor,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Trace,Absent,Absent,Absent,Trace,3087,Lake Tecopa
SL1414,8-T5-1-7A,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Trace,3087,Lake Tecopa
SL1415,8-T5-1-6,Tuff,Absent,Minor,Minor,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Trace,3087,Lake Tecopa
SL1416,8-T5-1-4B,Tuff,Absent,Trace,Minor,Absent,Absent,Minor,Trace,Absent,Trace,Absent,Trace,Absent,Absent,Absent,Trace,3087,Lake Tecopa
SL1417,8-T5-1-4A,Tuff,Absent,Minor,Minor,Absent,Absent,Minor,Trace,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Minor,3087,Lake Tecopa
SL1418,8-T5-1-3,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Trace,3087,Lake Tecopa
SL1419,8-T5-1-2,Tuff,Absent,Trace,Trace,Absent,Absent,Absent,Absent,Absent,Major,Absent,Trace,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1420,10-A,Tuff,Absent,Trace,Absent,Absent,Absent,Trace,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Trace,3087,Lake Tecopa
SL1421,11-B,Tuff,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Minor,3087,Lake Tecopa
SL1422,11-A,Tuff,Absent,Minor,Minor,Absent,Absent,Trace,Absent,Absent,Minor,Absent,Trace,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1423,21-C,Tuff,Absent,Minor,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1424,21-B,Tuff,Absent,Minor,Minor,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Trace,3087,Lake Tecopa
SL1425,21-A,Tuff,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1426,22-C,Tuff,Absent,Trace,Minor,Absent,Absent,Major,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1427,22-B,Tuff,Absent,Minor,Minor,Absent,Absent,Minor,Minor,Absent,Minor,Absent,Trace,Absent,Absent,Absent,Trace,3087,Lake Tecopa
SL1428,22-A,Tuff,Absent,Trace,Absent,Absent,Absent,Absent,Minor,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1429,24-C,Tuff,Absent,Absent,Minor,Absent,Absent,Trace,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,3087,Lake Tecopa
SL1430,24-B,Tuff,Minor,Trace,Absent,Absent,Absent,Minor,Trace,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1431,24-A,Tuff,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1432,25-A,Tuff,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1433,26-D,Tuff,Minor,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,3087,Lake Tecopa
SL1434,26-C,Tuff,Minor,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,3087,Lake Tecopa
SL1435,26-B,Tuff,Major,Absent,Absent,Absent,Trace,Trace,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1436,38-C,Tuff,Major,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1437,38-B,Tuff,Major,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1438,38-A,Tuff,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1439,39-C,Tuff,Minor,Trace,Minor,Absent,Absent,Trace,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1440,39-B,Tuff,Minor,Absent,Minor,Absent,Absent,Minor,Trace,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1441,39-A,Tuff,Absent,Absent,Minor,Absent,Absent,Trace,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1442,42-B,Tuff,Absent,Minor,Minor,Absent,Absent,Minor,Minor,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Trace,3087,Lake Tecopa
SL1443,42-A,Tuff,Absent,Minor,Minor,Absent,Absent,Trace,Trace,Absent,Major,Absent,Absent,Absent,Absent,Absent,Trace,3087,Lake Tecopa
SL1444,48-S4-1B,Tuff,Absent,Minor,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Trace,3087,Lake Tecopa
SL1445,48-S4-1C,Tuff,Absent,Minor,Minor,Absent,Absent,Trace,Absent,Absent,Absent,Trace,Absent,Absent,Major,Absent,Trace,3087,Lake Tecopa
SL1446,48-S4-1A,Tuff,Absent,Minor,Minor,Trace,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Trace,3087,Lake Tecopa
SL1447,49-C,Tuff,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Absent,Minor,Absent,Absent,3087,Lake Tecopa
SL1448,49-B,Tuff,Absent,Absent,Trace,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1449,49-A,Tuff,Absent,Minor,Minor,Absent,Absent,Absent,Trace,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1450,52-A,Tuff,Absent,Minor,Trace,Absent,Absent,Absent,Absent,Absent,Major,Minor,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1451,54-A,Tuff,Absent,Minor,Minor,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1452,58-D,Tuff,Absent,Minor,Minor,Absent,Absent,Minor,Absent,Absent,Minor,Minor,Minor,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1453,58-C,Tuff,Absent,Minor,Minor,Absent,Absent,Minor,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1454,58-B,Tuff,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1455,58-A,Tuff,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1456,59-F,Tuff,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Trace,Absent,Absent,Absent,Minor,3087,Lake Tecopa
SL1457,59-E,Tuff,Minor,Minor,Minor,Absent,Absent,Minor,Trace,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Trace,3087,Lake Tecopa
SL1458,59-D,Tuff,Minor,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1459,59-C,Tuff,Major,Absent,Absent,Absent,Trace,Trace,Absent,Absent,Trace,Absent,Trace,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1460,59-B,Tuff,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1461,59-A,Tuff,Minor,Minor,Absent,Absent,Absent,Trace,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1462,60-C,Tuff,Minor,Absent,Absent,Absent,Absent,Major,Trace,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1463,60-B,Tuff,Minor,Trace,Trace,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1464,60-A,Tuff,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1465,61-B,Tuff,Minor,Minor,Trace,Absent,Absent,Minor,Minor,Absent,Trace,Absent,Trace,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1466,61-A,Tuff,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,3087,Lake Tecopa
SL1467,61-140A,Tuff,Minor,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,3087,Lake Tecopa
